Common name;GPCRdb ID;Reference ligand;Vendors;Species;Assay Type;Activity Type;Activity Relation;Activity Value;p-value (-log);Fold selectivity;Tested GPCRs;Assay Description;Source;Mol weight;Rot Bonds;H don;H acc;LogP;Smiles;DOI
CHEMBL1684131;58615;None;0;Human;Binding;Ki;=;616,00;6,21;-67;3;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;606,4;12;0;8;6,00;CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OCc2cn(CCCCN4CCN(c5ccccc5OC)CC4)nn2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684132;58616;None;0;Human;Binding;Ki;=;600,00;6,22;-331;2;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;606,4;12;0;8;5,65;CCCN1CCc2cccc3c2[C@@H]1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684133;58617;None;0;Human;Binding;Ki;=;770,00;6,11;-99;2;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;606,4;12;0;8;5,65;CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684134;58618;None;0;Human;Binding;Ki;=;174,00;6,76;1;3;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;525,3;10;0;5;6,21;CCCN1CCc2cccc3c2[C@@H]1Cc1cccc(OCCCCN2CCN(c4ccccc4OC)CC2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684135;58619;None;0;Human;Binding;Ki;=;141,00;6,85;-6;3;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;525,3;10;0;5;6,21;CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OCCCCN2CCN(c4ccccc4OC)CC2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL168541;58745;None;0;Human;Binding;Ki;=;18000,00;4,75;-2;4;In vitro binding affinity to displace [3H]spiperone from the cloned human dopamine receptor D2 long in CHO cells;ChEMBL;348,2;4;1;4;2,14;O=C1C[C@@H](CN2CCN(c3ccccc3)CC2)N=C(c2ccccc2)N1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL168541;58745;None;0;Human;Binding;Ki;=;6400,00;5,19;-2;4;In vitro binding affinity to displace [3H]-spiperone from the cloned human dopamine receptor D2 short in CHO cells;ChEMBL;348,2;4;1;4;2,14;O=C1C[C@@H](CN2CCN(c3ccccc3)CC2)N=C(c2ccccc2)N1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL168544;58746;None;0;Human;Binding;Ki;=;54,00;7,27;3;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;429,2;9;2;4;4,67;CCC[C@@H]1CN(Cc2ccccc2)C[C@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL168544;58746;None;0;Human;Binding;Ki;=;24,00;7,62;3;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;429,2;9;2;4;4,67;CCC[C@@H]1CN(Cc2ccccc2)C[C@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL168566;58752;None;0;Human;Binding;Ki;=;540,00;6,27;-4;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;373,2;6;2;4;3,18;COc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL168566;58752;None;0;Human;Binding;Ki;=;820,00;6,09;-4;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;373,2;6;2;4;3,18;COc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL168571;58756;None;0;Human;Binding;Ki;=;2800,00;5,55;-10;4;In vitro binding affinity to displace [3H]-spiperone from the cloned human dopamine receptor D2 short in CHO cells;ChEMBL;348,2;4;1;4;2,14;O=C1C[C@H](CN2CCN(c3ccccc3)CC2)N=C(c2ccccc2)N1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL168571;58756;None;0;Human;Binding;Ki;=;7300,00;5,14;-10;4;In vitro binding affinity to displace [3H]spiperone from the cloned human dopamine receptor D2 long in CHO cells;ChEMBL;348,2;4;1;4;2,14;O=C1C[C@H](CN2CCN(c3ccccc3)CC2)N=C(c2ccccc2)N1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL168611;58766;None;0;Human;Binding;Ki;=;45,00;7,35;1;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;429,2;9;2;4;4,67;CCC[C@H]1CN(Cc2ccccc2)C[C@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL168611;58766;None;0;Human;Binding;Ki;=;28,00;7,55;1;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;429,2;9;2;4;4,67;CCC[C@H]1CN(Cc2ccccc2)C[C@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL1688990;58928;None;0;Human;Binding;Ki;=;34,40;7,46;-43;4;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;410,3;9;1;5;3,09;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(N(C)C)cc2)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1688990;58928;None;0;Human;Binding;Ki;=;34,40;7,46;-43;4;Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay;ChEMBL;410,3;9;1;5;3,09;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(N(C)C)cc2)CC1;https://dx.doi.org/10.1016/j.bmcl.2014.12.023
CHEMBL1688991;58929;None;0;Human;Binding;Ki;=;54,50;7,26;-22;4;Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay;ChEMBL;413,2;10;1;4;3,54;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(CCF)cc2)CC1;https://dx.doi.org/10.1016/j.bmcl.2014.12.023
CHEMBL1688991;58929;None;0;Human;Binding;Ki;=;54,50;7,26;-22;4;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;413,2;10;1;4;3,54;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(CCF)cc2)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL169193;59027;None;0;Human;Binding;Ki;=;150,00;6,82;-2;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;401,2;7;2;4;3,89;CNc1cc(OC)c(C(=O)NC[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL169193;59027;None;0;Human;Binding;Ki;=;79,00;7,10;-2;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;401,2;7;2;4;3,89;CNc1cc(OC)c(C(=O)NC[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL169222;59030;None;0;Human;Binding;Ki;=;110,00;6,96;-4;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;387,2;7;2;4;3,64;CNc1cc(OC)c(C(=O)NC[C@@H]2CCN(Cc3ccccc3)C2)cc1Cl;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL169222;59030;None;0;Human;Binding;Ki;=;58,00;7,24;-4;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;387,2;7;2;4;3,64;CNc1cc(OC)c(C(=O)NC[C@@H]2CCN(Cc3ccccc3)C2)cc1Cl;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL169322;59044;None;0;Human;Binding;Ki;=;5011,87;5,30;-39;2;Inhibition of [125 I]iodosulpiride binding to human Dopamine receptor D2 expressed in CHO cell membranes;ChEMBL;287,2;2;0;3;2,97;CC(C)CN1CCO[C@@H]2c3cc4c(cc3CC[C@H]21)CCO4;https://dx.doi.org/10.1016/S0960-894X(97)00126-1
CHEMBL169323;59045;None;0;Human;Binding;Ki;=;398,11;6,40;-39;2;Inhibition of [125 I]iodosulpiride binding to human Dopamine receptor D2 expressed in CHO cell membranes;ChEMBL;273,2;2;0;3;2,72;CCCN1CCO[C@@H]2c3cc4c(cc3CC[C@H]21)CCO4;https://dx.doi.org/10.1016/S0960-894X(97)00126-1
CHEMBL169459;59071;None;13;Human;Binding;Ki;=;29000,00;4,54;-95;4;In vitro binding affinity to displace [3H]spiperone from the cloned human dopamine receptor D2 long in CHO cells;ChEMBL;334,2;4;1;4;2,62;c1ccc(C2=NCC[C@@H](CN3CCN(c4ccccc4)CC3)N2)cc1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL169459;59071;None;13;Human;Binding;Ki;=;30000,00;4,52;-95;4;In vitro binding affinity to displace [3H]spiperone from the cloned human dopamine receptor D2 short in CHO cells;ChEMBL;334,2;4;1;4;2,62;c1ccc(C2=NCC[C@@H](CN3CCN(c4ccccc4)CC3)N2)cc1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL169562;59088;None;0;Human;Binding;Ki;=;10000,00;5,00;-53;4;In vitro binding affinity to displace [3H]spiperone from the cloned human dopamine receptor D2 long in CHO cells;ChEMBL;334,2;3;1;4;2,62;c1ccc(C2=NC[C@H](N3CCN(c4ccccc4)CC3)CCN2)cc1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL169562;59088;None;0;Human;Binding;Ki;=;4200,00;5,38;-53;4;In vitro binding affinity to displace [3H]-spiperone from the cloned human dopamine receptor D2 short in CHO cells;ChEMBL;334,2;3;1;4;2,62;c1ccc(C2=NC[C@H](N3CCN(c4ccccc4)CC3)CCN2)cc1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL169631;59104;None;0;Human;Binding;Ki;=;38000,00;4,42;-4;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;429,2;7;1;4;3,58;COc1cc(N(C)C(C)=O)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL169631;59104;None;0;Human;Binding;Ki;=;28000,00;4,55;-4;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;429,2;7;1;4;3,58;COc1cc(N(C)C(C)=O)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL169889;59164;None;0;Human;Binding;Ki;=;44000,00;4,36;-26;4;In vitro binding affinity to displace [3H]spiperone from the cloned human dopamine receptor D2 long in CHO cells;ChEMBL;442,1;5;1;5;3,39;COc1ccc(Br)cc1C1=NCC[C@H](CN2CCN(c3ccccc3)CC2)N1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL169889;59164;None;0;Human;Binding;Ki;=;43000,00;4,37;-26;4;In vitro binding affinity to displace [3H]-spiperone from the cloned human dopamine receptor D2 short in CHO cells;ChEMBL;442,1;5;1;5;3,39;COc1ccc(Br)cc1C1=NCC[C@H](CN2CCN(c3ccccc3)CC2)N1;https://dx.doi.org/10.1016/s0960-894x(03)00004-0
CHEMBL170923;59409;None;0;Human;Binding;Ki;=;12589,25;4,90;-25;2;Inhibition of [125 I]iodosulpiride binding to human Dopamine receptor D2 expressed in CHO cell membranes;ChEMBL;275,2;2;0;4;2,17;CCCN1CCO[C@@H]2c3cc4c(cc3OC[C@H]21)CCO4;https://dx.doi.org/10.1016/S0960-894X(97)00126-1
CHEMBL170976;59419;None;0;Human;Binding;Ki;=;501,19;6,30;-19;2;Inhibition of [125 I]iodosulpiride binding to human Dopamine receptor D2 expressed in CHO cell membranes;ChEMBL;271,2;2;0;2;3,53;CCCN1CCC[C@@H]2c3cc4c(cc3CC[C@H]21)CCO4;https://dx.doi.org/10.1016/S0960-894X(97)00126-1
CHEMBL171672;59563;None;0;Human;Binding;Ki;=;2511,89;5,60;-39;2;Inhibition of [125 I]iodosulpiride binding to human Dopamine receptor D2 expressed in CHO cell membranes;ChEMBL;285,2;2;0;3;2,72;c1c2c(cc3c1CC[C@@H]1[C@@H]3OCCN1CC1CC1)OCC2;https://dx.doi.org/10.1016/S0960-894X(97)00126-1
CHEMBL171825;59594;None;0;Human;Binding;Ki;=;1000,00;6,00;-5;2;Inhibition of [125 I]iodosulpiride binding to human Dopamine receptor D2 expressed in CHO cell membranes;ChEMBL;231,1;0;1;3;1,60;c1c2c(cc3c1CC[C@H]1NCCO[C@H]31)OCC2;https://dx.doi.org/10.1016/S0960-894X(97)00126-1
CHEMBL171826;59595;None;0;Human;Binding;Ki;=;398,11;6,40;-5;2;Inhibition of [125 I]iodosulpiride binding to human Dopamine receptor D2 expressed in CHO cell membranes;ChEMBL;245,1;0;0;3;1,94;CN1CCO[C@@H]2c3cc4c(cc3CC[C@H]21)CCO4;https://dx.doi.org/10.1016/S0960-894X(97)00126-1
CHEMBL1739760;60193;None;0;Human;Binding;Ki;=;20,90;7,68;-3;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;473,3;14;1;6;3,39;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(OCCOCCF)cc2)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739761;60194;None;0;Human;Binding;Ki;=;52,00;7,28;-12;3;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;517,3;17;1;7;3,41;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(OCCOCCOCCF)cc2)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739782;60199;None;0;Human;Binding;Ki;=;131,00;6,88;-5;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;411,2;9;1;4;3,31;COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc(CCF)cc2)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739783;60200;None;0;Human;Binding;Ki;=;57,60;7,24;-4;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;535,1;11;1;6;3,92;COc1ccccc1N1CCN(C/C=C/CNC(=O)c2cc(Br)cc(OC)c2OCCF)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739784;60201;None;0;Human;Binding;Ki;=;15,10;7,82;-23;3;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;442,3;11;1;5;3,43;CN(C)c1ccc(C(=O)NCCCCN2CCN(c3ccccc3OCCF)CC2)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739785;60202;None;0;Human;Binding;Ki;=;21,40;7,67;-3;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;445,3;12;1;4;3,88;O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(CCF)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739786;60203;None;0;Human;Binding;Ki;=;64,80;7,19;-3;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;503,3;15;1;6;3,51;O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCOCCF)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739787;60204;None;0;Human;Binding;Ki;=;70,50;7,15;-64;3;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;479,2;10;1;5;4,87;O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1ccc(-c2ccsc2)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739802;60206;None;0;Human;Binding;Ki;=;35,20;7,45;-9;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;440,3;10;1;5;3,21;CN(C)c1ccc(C(=O)NC/C=C/CN2CCN(c3ccccc3OCCF)CC2)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739810;60207;None;0;Human;Binding;Ki;=;15,10;7,82;-28;3;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;461,2;13;1;5;3,71;O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCF)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739811;60208;None;0;Human;Binding;Ki;=;14,20;7,85;-5;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;505,3;16;1;6;3,73;O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCOCCF)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739943;60224;None;0;Human;Binding;Ki;=;55,30;7,26;-8;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;427,2;10;1;5;3,15;COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc(OCCF)cc2)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739944;60225;None;0;Human;Binding;Ki;=;59,20;7,23;-3;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;471,3;13;1;6;3,17;COc1ccccc1N1CCN(C/C=C/CNC(=O)c2ccc(OCCOCCF)cc2)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739945;60226;None;0;Human;Binding;Ki;=;17,80;7,75;1;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;441,2;10;1;5;3,46;COc1ccccc1N1CCN(C/C=C/CNC(=O)c2cc(C)ccc2OCCF)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739946;60227;None;0;Human;Binding;Ki;=;13,40;7,87;1;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;505,1;10;1;5;3,91;COc1ccccc1N1CCN(C/C=C/CNC(=O)c2cc(Br)ccc2OCCF)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739947;60228;None;0;Human;Binding;Ki;=;13,20;7,88;-1;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;553,1;10;1;5;3,76;COc1ccccc1N1CCN(C/C=C/CNC(=O)c2cc(I)ccc2OCCF)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739963;60229;None;0;Human;Binding;Ki;=;0,17;9,77;1;3;Displacement of 2,3-dimethoxy-5-[125I]-iodo-N-[9-benzyl-9-azabicyclo[3.3.1]nonan-3beta-yl]benzamide from human dopamine D2L receptor expressed in HEK293 cells measured after 60 mins by gamma counting analysis;ChEMBL;481,2;11;1;5;5,10;O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(-c2ccsc2)cc1;https://dx.doi.org/10.1016/j.bmcl.2019.07.020
CHEMBL1739963;60229;None;0;Human;Binding;Ki;=;27,70;7,56;1;3;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;481,2;11;1;5;5,10;O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(-c2ccsc2)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739964;60230;None;0;Human;Binding;Ki;=;31,70;7,50;-6;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;549,3;19;1;7;3,75;O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCOCCOCCF)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739965;60231;None;0;Human;Binding;Ki;=;17,70;7,75;-16;3;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;443,2;11;1;4;3,65;O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1ccc(CCF)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739966;60232;None;0;Human;Binding;Ki;=;37,90;7,42;-4;2;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;459,2;12;1;5;3,49;O=C(NC/C=C/CN1CCN(c2ccccc2OCCF)CC1)c1ccc(OCCF)cc1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1739996;60233;None;0;Human;Binding;Ki;=;27,10;7,57;-24;3;Displacement of [125I]-IABN from human D2 receptor transfected in human HEK 293 cells by gamma-counting;ChEMBL;429,2;11;1;5;3,38;COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(OCCF)cc2)CC1;https://dx.doi.org/10.1021/jm101323b
CHEMBL1744035;60330;None;0;Human;Binding;Ki;=;896,00;6,05;-2238;2;Displacement of [3H]U-86170 from human D2-dopamine receptor expressed in CHO K1 cells;ChEMBL;295,2;5;1;2;4,02;CCCN(CCC)[C@H]1CCc2ccc3[nH]c(C#N)cc3c2C1;https://dx.doi.org/10.1021/jm00067a003
CHEMBL1744036;60331;None;0;Human;Binding;Ki;=;215,00;6,67;-134;2;Displacement of [3H]U-86170 from human D2-dopamine receptor expressed in CHO K1 cells;ChEMBL;313,2;6;2;2;3,25;CCCN(CCC)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1;https://dx.doi.org/10.1021/jm00067a003
CHEMBL1744037;60332;None;0;Human;Binding;Ki;=;38,00;7,42;-63;2;Displacement of [3H]U-86170 from human D2-dopamine receptor expressed in CHO K1 cells;ChEMBL;466,3;9;2;4;3,79;CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1;https://dx.doi.org/10.1021/jm00067a003
CHEMBL1744044;60338;None;1;Human;Binding;Ki;=;449,00;6,35;-478;4;Compound is evaluated for binding affinity towards Dopamine receptor D2 using [3H]spiperone in CHO cells;ChEMBL;421,2;4;0;7;3,31;COc1ccccc1N1CCN(CC2CN=C3c4ccccc4N=C(SC)N32)CC1;https://dx.doi.org/10.1021/jm970159v
CHEMBL1744088;60349;None;0;Human;Binding;Ki;=;44,00;7,36;-218;2;Displacement of [3H]U-86170 from human D2-dopamine receptor expressed in CHO K1 cells;ChEMBL;448,3;8;1;4;4,56;CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C#N)cc3c2C1;https://dx.doi.org/10.1021/jm00067a003
CHEMBL1744089;60350;None;0;Human;Binding;Ki;=;857,00;6,07;-112;2;Displacement of [3H]U-86170 from human D2-dopamine receptor expressed in CHO K1 cells;ChEMBL;271,2;4;3;2;2,12;CCCN[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1;https://dx.doi.org/10.1021/jm00067a003
CHEMBL175462;60497;None;0;Human;Binding;Ki;=;65,50;7,18;-17;2;Binding affinity for human dopamine D2 receptor;ChEMBL;455,1;6;1;5;4,04;O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccccc2n1;https://dx.doi.org/10.1021/jm049465g
CHEMBL175466;60500;None;0;Human;Binding;Ki;=;17,50;7,76;-6;2;Binding affinity for human dopamine D2 receptor;ChEMBL;437,1;6;1;3;4,75;O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(Cl)cc1;https://dx.doi.org/10.1021/jm049465g
CHEMBL175677;60533;None;0;Human;Binding;Ki;=;8,80;8,06;-5;2;Binding affinity for human dopamine D2 receptor;ChEMBL;421,1;6;1;3;4,24;O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc(F)c1;https://dx.doi.org/10.1021/jm049465g
CHEMBL175734;60544;None;0;Human;Binding;Ki;=;149,00;6,83;-10;5;Binding affinity for human dopamine D2 receptor;ChEMBL;459,1;6;1;4;5,32;O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1;https://dx.doi.org/10.1021/jm049465g
CHEMBL175734;60544;None;0;Human;Binding;Ki;=;149,00;6,83;-10;5;Inhibition of [125I]IABN binding to human Dopamine D2L receptor expressed in HEK 293 cells;ChEMBL;459,1;6;1;4;5,32;O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1;https://dx.doi.org/10.1021/jm040190e
CHEMBL175734;60544;None;0;Human;Binding;Ki;=;245,00;6,61;-10;5;Inhibition of [3H]YM-09151-2 binding to human Dopamine D2L receptor expressed in CHO cells;ChEMBL;459,1;6;1;4;5,32;O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1;https://dx.doi.org/10.1021/jm040190e
CHEMBL175832;60560;None;0;Human;Binding;Ki;=;310,00;6,51;-812;3;Displacement of [3H]spiperone from human dopamine D2 receptor expressed in CHO cells;ChEMBL;401,1;5;0;3;3,88;O=S(=O)(c1ccc(F)cc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1;https://dx.doi.org/10.1016/j.bmcl.2007.01.098
CHEMBL175832;60560;None;0;Human;Binding;Ki;=;313,00;6,50;-812;3;Binding affinity against human Dopamine receptor D2;ChEMBL;401,1;5;0;3;3,88;O=S(=O)(c1ccc(F)cc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1;https://dx.doi.org/10.1016/j.bmcl.2005.05.104
CHEMBL175838;60563;None;0;Human;Binding;Ki;=;19,60;7,71;-7;2;Binding affinity for human dopamine D2 receptor;ChEMBL;404,1;6;1;4;3,50;O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccnc1;https://dx.doi.org/10.1021/jm049465g
CHEMBL175875;60570;None;0;Human;Binding;Ki;=;39,10;7,41;-12;2;Binding affinity for human dopamine D2 receptor;ChEMBL;433,1;7;1;4;4,11;COc1cccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)c1;https://dx.doi.org/10.1021/jm049465g
CHEMBL176109;60786;None;0;Human;Binding;Ki;=;2000,00;5,70;-1995;3;Binding affinity against human Dopamine receptor D2;ChEMBL;438,2;6;0;4;3,95;O=S(=O)(c1ccc(N2CCC2)cc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1;https://dx.doi.org/10.1016/j.bmcl.2005.05.104
