Common name,GPCRdb ID,Reference ligand,Vendors,Species,Assay Type,Activity Type,Activity Relation,Activity Value,p-value (-log),Fold selectivity,Tested GPCRs,Assay Description,Source,Mol weight,Rot Bonds,H don,H acc,LogP,Smiles,DOI,cell_line,expression_system,detection_tech,group_m1,DOI_clean,group_m2,group_m1_size
CHEMBL1258763,17792,,0,Human,Binding,Ki,=,"1,86",8.73,-2,3,Displacement of [3H]-Spiperone from human dopamine D2L receptor expressed in CHO cells,ChEMBL,"437,2",6,1,4,"3,95",O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc21,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2010.08.023,1873
CHEMBL1258879,17823,,0,Human,Binding,Ki,=,"3,18",8.5,-14,3,Displacement of [3H]-Spiperone from human dopamine D2L receptor expressed in CHO cells,ChEMBL,"433,2",7,1,4,"4,20",O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2010.08.023,1873
CHEMBL1258880,17824,,0,Human,Binding,Ki,=,"44,50",7.35,-28,3,Displacement of [3H]-Spiperone from human dopamine D2L receptor expressed in CHO cells,ChEMBL,"419,2",6,1,4,"3,81",O=C1NCc2ccc(OCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc21,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2010.08.023,1873
CHEMBL1258881,17825,,0,Human,Binding,Ki,=,"0,89",9.05,3,3,Displacement of [3H]-Spiperone from human dopamine D2L receptor expressed in CHO cells,ChEMBL,"451,2",7,1,4,"4,34",O=C1NCc2cc(F)c(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc21,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2010.08.023,1873
CHEMBL1258882,17826,,0,Human,Binding,Ki,=,"10,60",7.97,-13,3,Displacement of [3H]-Spiperone from human dopamine D2L receptor expressed in CHO cells,ChEMBL,"435,2",6,1,4,"4,33",O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)c(Cl)c21,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2010.08.023,1873
CHEMBL1258987,17850,,0,Human,Binding,Ki,=,"2,30",8.64,-11,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"390,2",2,0,5,"4,08",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4cnn(C)c4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1258988,17851,,0,Human,Binding,Ki,=,"5,90",8.23,-69,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"391,2",2,0,6,"3,48",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4ncn(C)n4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259005,17857,,0,Human,Binding,Ki,=,"2,90",8.54,-5,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"406,2",2,0,4,"5,72",Cc1ccc(-c2ccc3c(c2)C(N2CCN(C)CC2)Cc2ccccc2S3)s1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259006,17858,,0,Human,Binding,Ki,=,"1,90",8.72,-7,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"387,2",2,0,4,"4,74",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4ccccn4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259023,17864,,0,Human,Binding,Ki,=,"0,62",9.21,-3,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"387,2",2,0,4,"4,74",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4cccnc4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259024,17865,,0,Human,Binding,Ki,=,"1,10",8.96,1,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"387,2",2,0,4,"4,74",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4ccncc4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259042,17873,,0,Human,Binding,Ki,=,"0,73",9.14,-4,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"388,2",2,0,5,"4,14",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4cncnc4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259043,17874,,0,Human,Binding,Ki,=,"1,80",8.74,-4,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"386,2",2,0,3,"5,35",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4ccccc4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259062,17879,,0,Human,Binding,Ki,=,"1,60",8.8,-1,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"400,2",2,0,3,"5,66",Cc1ccccc1-c1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259063,17880,,0,Human,Binding,Ki,=,"3,40",8.47,-3,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"400,2",2,0,3,"5,66",Cc1cccc(-c2ccc3c(c2)C(N2CCN(C)CC2)Cc2ccccc2S3)c1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259079,17885,,0,Human,Binding,Ki,=,"6,30",8.2,-7,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"400,2",2,0,3,"5,66",Cc1ccc(-c2ccc3c(c2)C(N2CCN(C)CC2)Cc2ccccc2S3)cc1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259080,17886,,0,Human,Binding,Ki,=,"2,00",8.7,-1,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"414,2",2,0,3,"5,97",Cc1cccc(-c2ccc3c(c2)C(N2CCN(C)CC2)Cc2ccccc2S3)c1C,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259097,17892,,0,Human,Binding,Ki,=,"4,60",8.34,-4,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"414,2",2,0,3,"5,97",Cc1cccc(C)c1-c1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259098,17893,,0,Human,Binding,Ki,=,"4,90",8.31,-2,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"428,2",2,0,3,"6,28",Cc1cc(C)c(-c2ccc3c(c2)C(N2CCN(C)CC2)Cc2ccccc2S3)c(C)c1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259112,17898,,1,Human,Binding,Ki,=,"1,40",8.85,-16,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"335,1",1,0,4,"3,55",CN1CCN(C2Cc3ccccc3Sc3ccc(C#N)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259113,17899,,0,Human,Binding,Ki,=,"35,00",7.46,-891,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"339,2",2,1,4,"3,14",CN1CCN(C2Cc3ccccc3Sc3ccc(CN)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259128,17904,,0,Human,Binding,Ki,=,"0,35",9.46,-3,2,Displacement of [3H]spiperone from human cloned dopamine D2 receptor expressed in HEK293 cells,ChEMBL,"406,2",3,0,7,"2,80",CN1CCN(C2Cc3ccccc3Sc3ccc(Cc4nnn(C)n4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,hek293,recombinant,radioligand_binding,human|binding|radioligand_binding|hek293|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,356
CHEMBL1259129,17905,,0,Human,Binding,Ki,=,"1,90",8.72,-12,2,Displacement of [3H]spiperone from human cloned dopamine D2 receptor expressed in HEK293 cells,ChEMBL,"406,2",3,0,7,"2,80",CN1CCN(C2Cc3ccccc3Sc3ccc(Cc4nnnn4C)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,hek293,recombinant,radioligand_binding,human|binding|radioligand_binding|hek293|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,356
CHEMBL1259144,17908,,0,Human,Binding,Ki,=,"7,10",8.15,-87,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"381,2",3,1,4,"3,32",CC(=O)NCc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259145,17909,,0,Human,Binding,Ki,=,"12,00",7.92,-100,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"409,2",4,1,4,"3,96",CC(C)C(=O)NCc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259158,17913,,0,Human,Binding,Ki,=,"6,10",8.21,-11,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"423,2",3,1,4,"4,34",CN1CCN(C2Cc3ccccc3Sc3ccc(CNC(=O)C(C)(C)C)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL125916,17914,,0,Human,Binding,Ki,=,"37,40",7.43,-114,9,Displacement of [125I]IABN from human D2L receptor expressed in HEK293 cells after 60 mins by gamma counting analysis,ChEMBL,"406,2",8,2,4,"3,51",COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[nH]2)CC1,https://dx.doi.org/10.1021/jm300482h,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/jm300482h,human|binding|chembl|https://dx.doi.org/10.1021/jm300482h,1290
CHEMBL1259172,17916,,0,Human,Binding,Ki,=,"37,00",7.43,-204,5,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"435,2",6,2,4,"3,43",NCc1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259173,17917,,0,Human,Binding,Ki,=,"27,00",7.57,-64,5,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"381,2",3,1,4,"3,32",CC(=O)NCc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259174,17918,,0,Human,Binding,Ki,=,"3,30",8.48,-9,5,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"381,2",3,1,4,"3,32",CC(=O)NCc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259187,17921,,0,Human,Binding,Ki,=,"3,10",8.51,-4,5,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"477,3",7,2,4,"3,61",CC(=O)NCc1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259188,17922,,0,Human,Binding,Ki,=,"2,70",8.57,-4,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"502,3",7,1,7,"3,09",Cn1nnc(Cc2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)n1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259189,17923,,0,Human,Binding,Ki,=,"31,00",7.51,-114,5,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"409,2",4,1,4,"3,96",CC(C)C(=O)NCc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259190,17924,,0,Human,Binding,Ki,=,"4,50",8.35,-28,5,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"409,2",4,1,4,"3,96",CC(C)C(=O)NCc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259203,17928,,0,Human,Binding,Ki,=,"260,00",6.58,-338,5,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"386,2",3,0,4,"5,04",CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4cncnc4)cc23)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259203,17928,,0,Human,Binding,Ki,=,"120,00",6.92,-338,5,Displacement of [3H]spiperone from human dopamine D2 receptor expressed in CHO cells after 30 mins by scintillation counting analysis,ChEMBL,"386,2",3,0,4,"5,04",CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4cncnc4)cc23)CC1,https://dx.doi.org/10.1016/j.bmc.2012.10.049,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmc.2012.10.049,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2012.10.049,1873
CHEMBL1259216,17931,,0,Human,Binding,Ki,=,"2,30",8.64,-6,4,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"392,2",2,0,7,"2,87",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4nnn(C)n4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259216,17931,,0,Human,Binding,Ki,=,"0,44",9.36,-6,4,Displacement of [3H]spiperone from human cloned dopamine D2 receptor expressed in HEK293 cells,ChEMBL,"392,2",2,0,7,"2,87",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4nnn(C)n4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,hek293,recombinant,radioligand_binding,human|binding|radioligand_binding|hek293|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,356
CHEMBL1259231,17936,,0,Human,Binding,Ki,=,"0,86",9.07,-2,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"390,2",2,0,5,"4,08",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4ccnn4C)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL1259232,17937,,0,Human,Binding,Ki,=,"1,60",8.8,-6,3,Displacement of [3H]prozosin from human cloned dopamine D2 receptor expressed in CHO cells,ChEMBL,"390,2",2,0,5,"4,08",CN1CCN(C2Cc3ccccc3Sc3ccc(-c4ccn(C)n4)cc32)CC1,https://dx.doi.org/10.1021/jm100652h,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm100652h,human|binding|chembl|https://dx.doi.org/10.1021/jm100652h,790
CHEMBL126136,17974,,0,Human,Binding,Ki,=,"15,20",7.82,-1,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"493,1",8,1,4,"3,63",COc1ccccc1N1CCN(CCCCNC(=O)c2ccccc2I)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL126280,18008,,0,Human,Binding,Ki,=,"13,00",7.89,-19,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"399,2",9,1,5,"3,49",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccsc2)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL126285,18010,,0,Human,Binding,Ki,=,"40,00",7.4,-1,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"443,2",7,0,5,"4,05",COc1ccccc1N1CCN(CCCCN2C(=O)c3cccc4cccc(c34)C2=O)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL126313,18011,,0,Human,Binding,Ki,=,"71,90",7.14,-10,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"457,2",8,1,5,"4,90",COc1ccccc1N1CCN(CCCCNC(=O)c2sc3ccccc3c2Cl)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL126340,18020,,0,Human,Binding,Ki,=,"750,00",6.12,-251,9,Binding affinity against dopamine receptor D2 using [3H]spiperone radioligand in CHO cells,ChEMBL,"432,2",7,0,5,"4,21",CN(C)CCc1cccc2c1cc(C(=O)c1ccccc1)n2S(=O)(=O)c1ccccc1,https://dx.doi.org/10.1021/jm010943m,cho,unknown,radioligand_binding,human|binding|radioligand_binding|cho|unknown,https://dx.doi.org/10.1021/jm010943m,human|binding|chembl|https://dx.doi.org/10.1021/jm010943m,218
CHEMBL126441,18039,,0,Human,Binding,Ki,=,"14,00",7.85,-25,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"423,3",10,1,5,"3,44",COc1ccccc1/C=C/C(=O)NCCCCN1CCN(c2ccccc2OC)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL126474,18043,,0,Human,Binding,Ki,=,"17,50",7.76,-17,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"409,2",9,1,5,"3,23",COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(C(C)=O)cc2)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL126746,18093,,0,Human,Binding,Ki,=,"37,00",7.43,-2,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"469,3",10,1,4,"5,09",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(-c3ccccc3)cc2)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL126749,18094,,0,Human,Binding,Ki,=,"32,00",7.5,-46,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"443,3",9,1,4,"4,58",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc3ccccc3c2)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
