Common name,Smiles,Activity Type,p-value (-log)
CHEMBL4448285,COc1ccc2[nH]cc(CCNCc3ccc(-c4cnc5ccccc5c4)o3)c2c1,Ki,5.99
CHEMBL316014,CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2C/C=C/Cn2c(-c3ccc(OCCCC4CCCCC4)cc3)nc3ccccc32)cc1,Ki,5.99
CHEMBL1946124,O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccc(Cl)cc2)CC1,Ki,5.99
CHEMBL1834255,c1ccc(CCCN2CCN(Cc3cc4ccccc4o3)CC2)cc1,Ki,5.99
CHEMBL3597654,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2ccc3cccnc3c2)CC1,Ki,5.99
CHEMBL4302539,COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccccc3)C2=O)CC1,Ki,5.99
CHEMBL4854126,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccc(-c2ccccc2)cc1,Ki,5.99
CHEMBL4597048,CCCN(CCCCNC(=O)c1ccc(-c2ccccn2)cc1)C[C@H]1C[C@@H]1c1cccc(Cl)c1Cl,Ki,5.99
CHEMBL397207,COc1cc2c(cc1OC)Cc1ccccc1CCCN(C)CC2,Ki,5.99
CHEMBL3588992,COc1ccccc1-c1cn(CCC(O)CN2CCN(c3ccccc3OC)CC2)nn1,Ki,5.99
CHEMBL364565,c1ccc(Cc2ccccc2OCCN2CCCCC2)cc1,Ki,5.99
CHEMBL390212,COc1ccc(Oc2cccc(CN3CCC(c4cccc(NC(=O)C(C)C)c4)CC3)c2)cc1,Ki,6.0
CHEMBL388247,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CNCC3)cc1,Ki,6.0
CHEMBL20367,CC1(C(=O)NCCCCN2CCN(c3ccc(Cl)cc3)CC2)CCCCC1,Ki,6.0
CHEMBL2037523,c1ccc2c(c1)CN(CCCCc1nc3ccccc3s1)C2,Ki,6.0
CHEMBL241659,O=C(NCCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)c1cc2ccccc2s1,Ki,6.0
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Ki,6.0
CHEMBL4447416,CC(Oc1ccccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,Ki,6.0
CHEMBL4764883,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC(O)CCNC(=O)c1cc2ccccc2[nH]1,Ki,6.0
CHEMBL214247,CO/N=C(\c1ccc(Cl)cc1)C(O)CN1CCN(c2ccccn2)CC1,Ki,6.0
CHEMBL379593,CC(C)N1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc32)CC1,Ki,6.0
CHEMBL246020,CC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,Ki,6.0
intepirdine,O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1,Ki,6.0
CHEMBL2165129,O=C1CCc2ccc(OCC#CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Ki,6.0
CHEMBL3597648,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2ccc3cc(F)ccc3n2)CC1,Ki,6.0
CHEMBL105601,C[C@@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2cccc(F)c2)CC1,Ki,6.0
CHEMBL29610,COc1c(C(=O)NCCN2CCN(c3ccc(C)cc3)CC2)cc(Br)c2ccccc12,Ki,6.0
CHEMBL2048227,CCCN1CCC(c2ccc(Cl)cc2)CC1,Ki,6.0
CHEMBL115402,COc1cccc2c1-c1cccc3c1[C@@H](C2)N(C(C)C)CC3,Ki,6.0
silodosin,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,Ki,6.0
SCH-23390,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,Ki,6.0
CHEMBL430522,COc1c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@@H]2C)cc(Br)c2ccccc12,Ki,6.0
CHEMBL3774591,Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4F)C3C2)nnc1-c1cnccn1,Ki,6.0
CHEMBL3085802,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1,Ki,6.0
CHEMBL364782,O=C(N[C@H]1CCN(Cc2ccccc2)C1)c1ccc(-c2ccsc2)cc1,Ki,6.0
DEXPRAMIPEXOLE,CCCN[C@@H]1CCc2nc(N)sc2C1,Ki,6.0
CHEMBL1193225,O=C1c2ccccc2CCC1C1CCN(Cc2ccccc2)CC1,Ki,6.0
CHEMBL21011,CCC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Cl)cc2)CC1,Ki,6.0
pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,Ki,6.0
CHEMBL212631,COc1ccccc1N1CCN(Cc2cn3ccccc3n2)CC1,Ki,6.0
SB 277011-A,N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2,Ki,6.0
CHEMBL4596341,CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)C[C@H]1C[C@@H]1c1cccc(Cl)c1Cl,Ki,6.0
CHEMBL2113667,c1ccc(CCN2[C@H]3CC[C@@H]2CC(c2c(-c4ccccc4)[nH]c4ccccc24)C3)cc1,Ki,6.0
CHEMBL3775350,Cn1c(SCCCN2CC3CCN(c4c(F)cc(F)cc4F)C3C2)nnc1-c1ccn(C)c(=O)c1,Ki,6.0
buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,Ki,6.0
CHEMBL433552,COc1ccc(S(=O)(=O)Oc2ccccc2)cc1-c1ccc(CN2CCCCCC2c2ccccc2)[nH]1,Ki,6.0
CHEMBL564948,Cc1ccc(N2CCN(CCN(C)C[C@]34CC[C@H](CC3)C4(C)C)C2=O)cc1,Ki,6.0
CHEMBL3948819,CNCC1Cc2ccc3c(ccn3S(=O)(=O)c3cccc4ccccc34)c21,Ki,6.0
CHEMBL65896,COc1cccc2c1CC[C@@H](NCc1ccccc1)C2,Ki,6.0
CHEMBL4117866,COc1cc(CCN2CCC(O)(c3ccc(Cl)cc3)CC2)ccc1OCCCSSCCN,Ki,6.0
CHEMBL5205324,Nc1nc(N)nc(NCCCCCCN2CCN(c3ccccc3)CC2)n1,Ki,6.0
CHEMBL3963243,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCN(C(N)=O)CC1,Ki,6.0
CHEMBL150210,Fc1ccc(CCN2CCC3(CCc4ccccc4C3)CC2)c(F)c1,Ki,6.0
CHEMBL130423,CCCN(CCC)[C@@H]1CCc2c(ccc(C(O)Cc3ccccc3)c2OC)C1,Ki,6.0
CHEMBL333725,CC(C)N1CCc2cccc3c2[C@H]1Cc1cccc(O)c1-3,Ki,6.0
CHEMBL55840,O=C(/C=C/c1ccc2ccccc2c1)NCCCCN1CCc2ccc(OS(=O)(=O)C(F)(F)F)cc2C1,Ki,6.0
CHEMBL333784,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,Ki,6.0
CHEMBL155388,COc1cc2c(cc1OC)C(=O)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)C2,Ki,6.0
CHEMBL604135,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(NS(C)(=O)=O)c3CC[C@@H]21,Ki,6.0
CHEMBL59725,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1,Ki,6.0
CHEMBL54948,Cc1cc(C(=O)NCCCCN2CCc3ccc(OS(=O)(=O)C(F)(F)F)cc3C2)ccc1-c1ccccc1,Ki,6.0
CHEMBL4061131,O=S(=O)(c1cncc2ccccc12)N1CCC(CCN2CCN(c3cccc(F)c3)CC2)CC1,Ki,6.0
CHEMBL329702,CS(=O)(=O)Oc1ccc2c(c1)CC[C@H]1[C@H]2CCN1CCCCNC(=O)c1ccc(-c2ccccc2)cc1,Ki,6.0
CHEMBL161853,COc1cccc(/C=C/C(=O)N[C@H]2CC[C@H](CCN3Cc4ccc(C#N)cc4C3)CC2)c1,Ki,6.0
CHEMBL133800,CCCN(CCC)C1CCc2cc(CCc3ccc(C(C)=O)cc3)ccc2C1,Ki,6.0
CHEMBL148058,NC(=O)c1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,Ki,6.0
CHEMBL187367,c1ccc(Cc2ccccc2OCCCN2CCCC2)cc1,Ki,6.0
CHEMBL145408,COc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1-c1ccc(CN2CCCCCC2c2ccccc2)[nH]1,Ki,6.0
CHEMBL3289647,Cc1ccc(N2CCN(CCCSc3ccc(F)cc3)CC2)nc1,Ki,6.0
CHEMBL171825,c1c2c(cc3c1CC[C@H]1NCCO[C@H]31)OCC2,Ki,6.0
CHEMBL3958494,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccccc3)C2)n1C,Ki,6.0
CHEMBL57407,COc1cc2ccccc2cc1COCC1CCN(Cc2ccccc2)CC1,Ki,6.0
CHEMBL1940407,[O-][S+](CCCN1CCC(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Ki,6.0
CHEMBL357684,COc1ccccc1N1CCN(CCCNC(=O)c2cc3ccccn3n2)CC1,Ki,6.01
CHEMBL4864369,COc1ccccc1C1CC1CNCC[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2)CC1,Ki,6.01
CHEMBL225512,O=C(CCCCCN1CCN(c2ccccc2O)CC1)NC1CCCc2ccccc21,Ki,6.01
CHEMBL360424,O=C(N[C@H]1CCN(Cc2ccccc2)C1)c1ccc(-c2cccs2)cc1,Ki,6.01
CHEMBL4794870,C#CCOc1ccc(-c2ccc(C(=O)NCCCCN(CCC)C3Cc4ccccc4C3)cc2)cc1,Ki,6.01
CHEMBL3950264,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccc(F)cc3)C2)n1C,Ki,6.01
CHEMBL3908862,Cc1ncoc1-c1nnc(SCCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,Ki,6.01
CHEMBL349699,Fc1ccc(OC[C@@H]2CC[C@@H]3CN(c4ncc(F)cn4)CCN3C2)cc1,Ki,6.01
CHEMBL3954568,Cc1ncoc1-c1nnc(SCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,Ki,6.01
CHEMBL3298686,Cc1cc(C)c2c(N)c(C(=O)NCCCCCCN3CCC(O)(c4ccc(Cl)cc4)CC3)sc2n1,Ki,6.01
GSK973,CNC(=O)c1cc(C(=O)N[C@@H]2[C@H]3COC[C@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,Ki,6.01
CHEMBL5087504,Oc1cccc(C(CCNCCCCN2CCN(c3ccccc3)CC2)c2cccc(O)c2)c1,Ki,6.01
CHEMBL294459,N#CC(C#N)=Cc1cc(CN2CCN(c3ccccc3)CC2)c[nH]1,Ki,6.01
CHEMBL420067,COc1ccc2c(c1)C(CCCN1CCN(c3ccc(Cl)cc3)CC1)CCC2,Ki,6.01
CHEMBL163087,CCCN(CCC)C1CC=C(C#C[Si](C)(C)C)CC1,Ki,6.01
CHEMBL4637673,COc1cc2c3c(c1OC)-c1cc(NC(C)=O)ccc1CC3N(C)CC2,Ki,6.01
CHEMBL5397609,CCCN(CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1)[C@@H]1C[C@H]1c1ccc(Cl)cc1,Ki,6.01
CHEMBL4860687,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccc(Cl)cc3)[C@@H]1CO2,Ki,6.01
CHEMBL460223,Clc1ccc(N2CCCN(Cc3c[nH]c4ncccc34)CC2)cc1,Ki,6.01
CHEMBL104380,O=S1(=O)Cc2ccccc2N1CCCN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,6.01
CHEMBL168274,CCC[C@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,Ki,6.01
ecopipam,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,Ki,6.01
CHEMBL92939,C=CCN1CCC2c3cccc(C#N)c3CCC21,Ki,6.01
CHEMBL3901587,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,Ki,6.01
(-)-stepholidine,COc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,Ki,6.01
CHEMBL240564,COc1ccccc1C(c1ccccc1OC)N1CCN(CCCCNC(=O)/C=C/c2ccccc2)CC1,Ki,6.01
CHEMBL159742,COc1cc(C)ccc1CN1CCN(C2CCc3cccc4c3N(C2=O)C(C)(C)C4)CC1,Ki,6.02
L745870,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,Ki,6.02
CHEMBL308980,C(=C/c1ccccc1)\COCC1CCN(CCCc2ccccc2)CC1,Ki,6.02
CHEMBL5221490,O=C1CCc2ccccc2N1CCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1,Ki,6.02
CHEMBL3588998,OC(CCn1cc(-c2ccc3[nH]ccc3c2)nn1)CN1CCN(c2cccc(Cl)c2Cl)CC1,Ki,6.02
CHEMBL4873100,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ncccn2)CC1,Ki,6.02
CHEMBL5221444,N/C(=N\C(=O)NCCCCCCNC(=O)/N=C(\N)NCCCc1nnc(N)s1)NCCCc1nnc(N)s1,Ki,6.02
CHEMBL4636318,COc1cc2c3c(c1OC1CC1)-c1cc(N)ccc1CC3N(C)CC2,Ki,6.02
CHEMBL80833,Clc1ccc(-c2cc(C3CCCN(Cc4ccccc4)C3)[nH]n2)cc1,Ki,6.02
CHEMBL161899,CC(=O)Nc1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,Ki,6.02
CHEMBL328114,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C=C/c4ccccc4)CC3)[C@@H]1CO2,Ki,6.02
CHEMBL4855879,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cc(OC)c(OC)c(OC)c3)[C@@H]1CO2,Ki,6.02
CHEMBL4462139,O=c1c(-c2ccc(F)cc2)c2ccccn2c(=O)n1CCCCN1CCCC(c2c[nH]c3ccccc23)C1,Ki,6.02
CHEMBL4853503,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccc(Br)cc3)[C@@H]1CO2,Ki,6.02
CHEMBL1189897,COc1ccccc1N1CCN(CCCCc2cc(/C=C/c3ccccc3)no2)CC1,Ki,6.02
CHEMBL1191320,O=C1C(c2ccc(F)cc2)=COC12CCN(CC1CCCCC1)CC2,Ki,6.02
CHEMBL4439144,COc1ccc(N2CCN(CCCCCCN3C(=O)c4ccccc4S3(=O)=O)CC2)cc1,Ki,6.02
CHEMBL5414422,CCOc1cccc2cc(CNCCCCOc3ccc4oc(C)nc4c3)oc12,Ki,6.02
CHEMBL3945775,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccc(F)cc3F)C2)n1C,Ki,6.02
CHEMBL3946313,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccnc1C(F)(F)F,Ki,6.02
CHEMBL4869122,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccc([N+](=O)[O-])cc1,Ki,6.02
CHEMBL260994,O=C1Nc2ccccc2C1CCCCN1CCN(c2ccc(Cl)cc2)CC1,Ki,6.02
CHEMBL409662,CCC1(CCCCN2CCN(c3ccc(Cl)cc3)CC2)C(=O)Nc2cc(F)ccc21,Ki,6.02
CHEMBL141035,N#Cc1ccc2[nH]c(CN3CCN(c4ccccc4Cl)CC3)cc2c1,Ki,6.02
quinpirole,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,Ki,6.02
CHEMBL5407747,Clc1cccc(N2CCN(CCCCNCCC3(c4ccccn4)CCOCC3)CC2)c1Cl,Ki,6.02
CHEMBL241455,O=C(/C=C/c1ccccc1)NCCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Ki,6.02
CHEMBL1774386,O=C(NCCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,Ki,6.02
CHEMBL3991133,O=C1c2ccc(Cl)cc2CC1CCN1CCc2ccccc2C1,Ki,6.02
CHEMBL5414422,CCOc1cccc2cc(CNCCCCOc3ccc4oc(C)nc4c3)oc12,Ki,6.03
CHEMBL4302240,COc1ccc(C2(C)NC(=O)N(CC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)C2=O)cc1,Ki,6.03
CHEMBL323997,Fc1ccc(C(OCCN2C3CCC2CC(OC(c2ccc(F)cc2)c2ccc(F)cc2)C3)c2ccc(F)cc2)cc1,Ki,6.03
CHEMBL49876,N#Cc1ccccc1N1CCN(CNC(=O)c2ccc(Cl)cc2)CC1,Ki,6.03
CHEMBL152756,COc1cccc(C(=O)NCCCCN2CCN(c3cccc4ccccc34)CC2)c1,Ki,6.03
CHEMBL293225,COc1ccc(Br)cc1-c1nc(CNC2CCN(Cc3ccccc3)CC2)co1,Ki,6.03
CHEMBL3597646,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2ccc3ccccc3n2)CC1,Ki,6.03
CHEMBL212631,COc1ccccc1N1CCN(Cc2cn3ccccc3n2)CC1,Ki,6.03
CHEMBL3770639,CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(c3ccccc3C#N)CC2)C1=O,Ki,6.03
CHEMBL4595236,O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1,Ki,6.03
CHEMBL3913062,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccccc3)C2)n1C,Ki,6.03
CHEMBL205961,CC(C)(C)c1nc(N2CCN(CCCCn3ccc(C(F)(F)F)nc3=O)CC2)cc(C(F)(F)F)n1,Ki,6.03
CHEMBL213443,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc4ccccc4n3)c3ccccc32)CC1,Ki,6.03
CHEMBL4117866,COc1cc(CCN2CCC(O)(c3ccc(Cl)cc3)CC2)ccc1OCCCSSCCN,Ki,6.03
CHEMBL523993,Cc1ccc(N2CCN(C[C@H]3C[C@H]3c3ccccc3)CC2)c(C)c1,Ki,6.03
CHEMBL3323113,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4c(CO)cccc4n3)CC2)cc(C(F)(F)F)n1,Ki,6.03
CHEMBL4595115,O=S1(=O)c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1,Ki,6.03
(-)-adrenaline,CNC[C@H](O)c1ccc(O)c(O)c1,Ki,6.04
CHEMBL3323012,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)cc(C(F)(F)F)n1,Ki,6.04
CHEMBL3622093,Brc1ccc(NCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,Ki,6.04
dopamine,NCCc1ccc(O)c(O)c1,Ki,6.04
CHEMBL457957,CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)Cc1ccc(OCCCN2CCCCC2)cc1,Ki,6.04
L745870,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,Ki,6.04
CHEMBL3299098,Cc1cc(C)c2c(N)c(C(=O)NCCN3CCC(O)(c4ccc(Cl)cc4)CC3)sc2n1,Ki,6.04
CHEMBL213083,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccc(F)c3)c3ccccc32)CC1,Ki,6.04
CHEMBL3695399,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(N2CCOCC2)nc1,Ki,6.04
CHEMBL3299092,CC(C)(C)OC(=O)NCCCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1,Ki,6.04
CHEMBL598730,COC(=O)c1cccc2c1CC[C@H]1[C@H]2c2cc(O)c(Cl)cc2CCN1C,Ki,6.04
CHEMBL351098,COc1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,Ki,6.04
CHEMBL3265064,CCCN(CC[C@]1(O)C[C@@H](NC(=O)c2ccc3ccccc3c2)C1)[C@H]1C[C@@H]1c1ccccc1Cl,Ki,6.04
CHEMBL5073904,N#CC(CCNCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,Ki,6.04
CHEMBL4875181,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccco3)[C@@H]1CO2,Ki,6.04
CHEMBL3990475,c1ccc2c(c1)CCN(CCCc1nc3ccccc3[nH]1)C2,Ki,6.04
CHEMBL32402,OC(COc1ccccc1)CN1CCC(Oc2ccccc2)CC1,Ki,6.04
CHEMBL3088214,O=C(N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1)Oc1ccccc1,Ki,6.04
CHEMBL3622103,CCCN(CCN1CCN(Cc2cc3ccccc3[nH]2)CC1)Cc1ccc(Br)cc1,Ki,6.04
CHEMBL3758665,CCOC(=O)Nc1cccc(N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2)c1,Ki,6.04
CHEMBL1788191,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,Ki,6.04
CHEMBL3597649,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cnc3ccccc3c2)CC1,Ki,6.04
CHEMBL11065,CCCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21,Ki,6.04
CHEMBL523245,Fc1ccc(-c2[nH]c3cc(F)ccc3c2[C@@H]2CNCC[C@H]2F)cc1,Ki,6.05
CHEMBL3299092,CC(C)(C)OC(=O)NCCCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1,Ki,6.05
CHEMBL318949,CCCn1ncc2c1-c1c(C)sc(C)c1CCC2,Ki,6.05
CHEMBL313320,COc1ccc(Br)cc1C1=N[C@@H](CN2CCN(c3ccccc3)CC2)CO1,Ki,6.05
CHEMBL436274,Clc1ccc2c(c1)C(N1CCN(CCc3ccccc3)CC1)=Nc1cccnc1N2,Ki,6.05
CHEMBL604132,CCNC(=O)Nc1cccc2c1CC[C@H]1[C@H]2c2cc(O)c(Cl)cc2CCN1C,Ki,6.05
CHEMBL49502,N#Cc1ccccc1N1CCN(CNC(=O)c2cccc(Cl)c2)CC1,Ki,6.05
CHEMBL4845838,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccc(Br)cc1,Ki,6.05
CHEMBL4849499,N#Cc1cccc(C(=O)NCc2ccccc2CN2CCc3cc(O)c(O)cc3C2)c1,Ki,6.05
CHEMBL26365,Oc1cc2c(cc1O)[C@H]1c3cncc(F)c3CN[C@@H]1CC2,Ki,6.05
CHEMBL366304,O=C(N[C@@H]1CCN(Cc2ccccc2)C1)c1ccc(-c2ccsc2)cc1,Ki,6.05
CHEMBL3588985,Clc1cccc(N2CCN(CCCCn3cc(-c4ccc5c(c4)Cc4ccccc4-5)nn3)CC2)c1Cl,Ki,6.05
CHEMBL91155,COc1cccc(CN2CCC(n3c(O)nc(-c4ccccc4)c3C)CC2)c1,Ki,6.05
CHEMBL2048227,CCCN1CCC(c2ccc(Cl)cc2)CC1,Ki,6.05
CHEMBL3597638,COc1c(Cl)cccc1N1CCN(CC(O)CCNC(=O)c2cnc3ccccc3c2)CC1,Ki,6.05
CHEMBL1744035,CCCN(CCC)[C@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,Ki,6.05
CHEMBL91205,c1ccc(-c2[nH]c3ccccc3c2CCN2CCCCC2)cc1,Ki,6.05
CHEMBL3913607,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,Ki,6.05
CHEMBL4455658,O=c1c(-c2ccccc2Cl)c2n(c(=O)n1CCCCN1CCCC(c3c[nH]c4ccccc34)C1)CCCC2,Ki,6.05
CHEMBL3938107,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccnc1,Ki,6.05
CHEMBL309460,c1ccc(CCN2CCC(c3cc(-c4cccnc4)[nH]n3)CC2)cc1,Ki,6.05
CHEMBL4446609,CCc1cccc(N2CCN(C[C@@H](F)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,Ki,6.05
CHEMBL107384,CC1N(C(=O)CN2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc2C1(C)C,Ki,6.05
CHEMBL1221498,COc1ccccc1N1CCN(CCNC(=O)c2ccc3ccccc3c2)CC1,Ki,6.05
CHEMBL347291,COc1ccc(N2CCN(CCc3c[nH]c4ncccc34)CC2)cc1,Ki,6.05
SCH-23390,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,Ki,6.05
CHEMBL202780,CC(C)(CCCN1CC[C@@H]2CCCC[C@H]2C1)S(=O)(=O)c1ccccc1,Ki,6.05
CHEMBL604732,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(/C=N/O)c3CC[C@@H]21,Ki,6.05
CHEMBL104614,CC1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(F)cc2)CC1,Ki,6.05
CHEMBL87260,Clc1ccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5[nH]4)cc3)CC2)cc1,Ki,6.06
CHEMBL4849734,COc1ccccc1C(=O)NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21,Ki,6.06
CHEMBL325818,COc1c(C(=O)NC[C@@H]2CCN(Cc3ccccc3)C2)cc(Br)c2ccccc12,Ki,6.06
CHEMBL3800165,CCCN[C@@H]1Cc2cccc3c2n(c(=O)n3CCC)C1,Ki,6.06
CHEMBL4442385,O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccccn2)CC1,Ki,6.06
CHEMBL3947961,Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccncc1,Ki,6.06
dopamine,NCCc1ccc(O)c(O)c1,Ki,6.06
CHEMBL1831166,COc1cc2c(cc1OC)CN(CCCCn1cc(-c3ccc(F)cc3)c3ccccc31)CC2,Ki,6.06
CHEMBL272396,Brc1cccc(N2CCN(Cc3cc4ccccn4n3)CC2)n1,Ki,6.06
CHEMBL138792,N[C@@H]1CCc2c(F)cccc2C1,Ki,6.06
CHEMBL368816,N#Cc1ccc(S(=O)(=O)C2(F)CCN(CCc3ccc(F)cc3F)CC2)cc1,Ki,6.06
CHEMBL5434650,CCc1cc(Cl)c(OC)c(N2CCN(C[C@@H]3C[C@@H](O)CN3CCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)c1,Ki,6.06
CHEMBL257098,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3ccccc3Cl)CC2)CC1,Ki,6.06
CHEMBL2325927,CN1CCC(c2cn(-c3ccncc3)c3ccc(-c4ccnn4C)cc23)CC1,Ki,6.06
